RecievedDate,LossDescription,LossLocation,LloydsClaimReference
2019-01-22 01:22:46.273,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2019-09-26 01:25:18.707,BLOCK,NULL,06090946J
2018-09-13 01:12:29.223,BLOCK ENTRY,NULL,06891540K
2018-09-13 01:12:30.507,BLOCK ENTRY,NULL,06891548M
2019-01-30 01:32:10.107,GAS TURBINE DAMAGE,TBA,06302246J
2018-05-06 01:12:21.513,LEG PUNCH THROUGH,NULL,06241830E
2018-10-21 01:31:19.737,GAS TURBINE DAMAGE,TBA,06338884Q
2019-04-02 01:36:27.983,BLOCK,NULL,06090952Q
2017-12-22 01:18:46.430,MAIN ENGINE DAMAGE,TBA,06338880E
2018-07-24 01:15:55.073,LEG PUNCH THROUGH,NULL,06241830E
2017-12-03 01:16:40.177,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,05852152N
2020-01-15 01:07:20.477,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2018-07-01 01:26:23.637,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2018-06-05 01:26:40.000,BLOCK,NULL,06616420F
2019-04-30 01:25:22.610,BLOCK ENTRY,NULL,06595246M
2018-02-04 01:13:42.863,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2017-11-23 10:27:27.410,BLOCK ENTRY,NULL,06891540K
2020-07-21 01:31:04.717,"CLMNT:JEFFREY MAULDIN, ALLEGED HEAD INJURY",GULF OF MEXICO,06026196C
2018-06-20 01:06:31.820,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07311462M
2018-10-21 01:31:18.720,MAIN ENGINE DAMAGE,TBA,06338880E
2018-05-06 01:13:32.983,BLOCKED LEG PILEH,TBA,06873088C
2018-01-28 01:21:14.810,WELL LEAKAGE,BOURI FIELD,07085848T
2017-12-17 01:11:47.810,BLOCK,NULL,06090946J
2019-11-26 01:07:01.047,GAS TURBINE DAMAGE,TBA,06302246J
2019-09-17 01:18:17.097,LEG PUNCH THROUGH,TBA,06595248G
2018-12-12 01:10:27.343,BLOCK,NULL,06090946J
2019-11-26 01:07:07.610,GAS TURBINE DAMAGE,TBA,06338884Q
2020-03-27 01:09:36.967,BLOCK ENTRY,NULL,06595246M
2018-12-12 01:10:08.357,LEAKAGE AT 18INCH PIPELINE BETWEEN MCR-A AND WDDPA,OFFSHORE TURKMENISTAN,05892148P
2019-01-30 01:32:07.657,TBA,TBA,06230340T
2019-09-03 01:17:49.317,DAMAGE TO LVSR - PD,TBA,06302248E
2018-07-25 01:17:15.767,DISCOVERY OF CRACKS IN PLATFORM HELIDECK SUPPORTST,GUDRUN FIELD NORWEGIAN SECTOR NORTH SEA,06969652C
2019-01-30 01:31:57.797,BLOCK,NULL,06071748B
2018-12-12 01:10:36.343,LEG PUNCH THROUGH,NULL,06241830E
2017-09-22 19:23:01.923,GAS TURBINE DAMAGE,TBA,06302246J
2020-03-10 01:07:47.273,GAS TURBINE DAMAGE,TBA,06338884Q
2019-01-22 01:22:49.130,DAMAGE TO LVSR - PD,TBA,06302248E
2018-07-01 01:26:38.263,GAS TURBINE DAMAGE,TBA,06338884Q
2018-01-03 01:11:47.000,BLOCK,NULL,06090952Q
2018-03-27 04:23:13.377,BLOCK,NULL,06090946J
2019-01-30 01:32:08.093,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2018-11-01 01:23:08.537,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2020-03-19 02:41:22.087,BLOCKED LEG PILEH,TBA,06873088C
2018-03-27 04:23:35.503,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2019-01-13 01:16:47.460,TBA,TBA,06230340T
2018-03-01 01:24:06.600,LEG PUNCH THROUGH,TBA,06595248G
2019-05-26 02:52:46.193,DAMAGE TO GENERATOR NO 3 TANKER NEGRA MATEA,"COAST OF THE CARDON REFINERY, CARDON, PUNTO FIJO.",06149748H
2019-01-30 01:32:10.640,DAMAGE TO LVSR - PD,TBA,06302248E
2019-08-23 01:26:35.017,"PRODUCTS LIABILITY LAWSUIT FILED, CLAIMING DAMAGET",TEXAS,07335998F
2020-01-15 01:07:35.307,MAIN ENGINE DAMAGE,TBA,06338880E
2018-06-26 01:18:09.637,BLOCK,NULL,06090946J
2018-05-04 01:23:11.860,CHAD BILLIOT- PLAINTIFF WAS IN A CRANE MOUNTED PER,"TX,USA",07022112Q
2019-06-13 01:10:56.317,GAS TURBINE DAMAGE,TBA,06302246J
2018-09-14 01:12:27.353,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2019-06-21 01:08:42.687,KEF1-EKF1 PIPELINE DAMAGE,"RIO DEL REY, OFFSHORE CAMEROON",05992248A
2018-07-01 01:30:16.953,BLOCK ENTRY,NULL,06944548A
2018-06-26 01:21:15.563,BLOCK ENTRY,NULL,06891540K
2018-11-01 01:22:59.347,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2018-08-31 01:19:53.747,BLOCK,NULL,06071748B
2017-10-25 01:16:16.220,DISCOVERY OF CRACKS IN PLATFORM HELIDECK SUPPORTST,NULL,06181926J
2019-09-26 01:25:14.333,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2018-08-03 01:21:48.060,VARIOUS LOSSES.,VARIOUS,06141664B
2017-12-29 01:14:23.627,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2019-02-01 03:42:51.847,BLOCKED LEG PILEH,TBA,06873088C
2018-09-26 01:25:05.480,GAS TURBINE DAMAGE,TBA,06338884Q
2018-06-26 01:18:08.733,BLOCK,NULL,06071748B
2019-02-27 01:43:42.040,BLOCKED LEG PILEH,TBA,06873088C
2019-02-22 01:50:24.413,BLOCK ENTRY,NULL,06944548A
2019-05-02 01:26:44.827,BLOCKED LEG PILEH,TBA,06873088C
2017-11-26 01:30:12.077,CIDADE DE SAO - FIRE AND EXPLOSION ON FPSO CIDADED,OFFSHORE BRAZIL,06263218Q
2017-12-21 01:12:29.713,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2019-09-26 01:25:43.520,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2017-09-22 19:23:02.237,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2020-03-27 01:09:40.907,BLOCK,NULL,06616420F
2018-12-26 01:35:24.657,LEG PUNCH THROUGH,TBA,06595248G
2017-12-03 01:16:28.627,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,05843612E
2018-05-14 01:25:51.100,BLOCK ENTRY,NULL,06595246M
2017-12-21 01:12:51.307,GAS TURBINE DAMAGE,TBA,06302246J
2020-04-30 01:14:16.853,BLOCK,NULL,06090946J
2018-11-01 01:22:58.613,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2018-08-05 01:17:46.140,CLMNT:ADRAIN NEITO FATALLY INJURED IN GAS PLANTAFT,NEW MEXICO,06153926V
2019-01-22 01:22:46.037,TBA,TBA,06230340T
2018-01-03 01:12:35.157,BLOCK ENTRY,NULL,06595246M
2019-12-25 01:10:12.377,GAS TURBINE DAMAGE,TBA,06302246J
2018-10-28 01:10:14.093,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2019-06-26 01:34:02.097,GAS TURBINE DAMAGE,TBA,06302246J
2018-06-26 01:18:28.450,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2018-04-10 01:19:14.917,BLOCK ENTRY,NULL,06944548A
2019-06-28 01:25:17.507,LEAKAGE AT 18INCH PIPELINE BETWEEN MCR-A AND WDDPA,OFFSHORE TURKMENISTAN,05892138T
2018-06-26 01:18:37.700,DAMAGE TO LVSR - PD,TBA,06302248E
2018-04-13 01:29:12.987,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2019-11-14 01:08:35.683,CARGO CONSUMER GOODS GROUNDING GA DECLARED,NULL,05965644Q
2020-01-15 01:07:28.807,TBA,TBA,06230340T
2017-12-22 01:18:32.290,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2019-11-26 01:07:03.720,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2017-12-13 01:16:38.087,GLC MOTOR FAILURE,TBA,06411632P
2018-03-04 01:30:25.670,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2017-12-21 01:12:53.807,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2019-07-21 01:21:31.367,BLOCK,NULL,06090952Q
2018-08-22 01:17:42.397,BLOCK,NULL,06090952Q
2020-01-28 01:18:40.423,BLOCK,NULL,06090946J
2018-11-01 01:23:08.067,DAMAGE TO LVSR - PD,TBA,06302248E
2020-05-13 01:21:07.250,"CLMT-KTCA-PRODUCTS LIABILITY LAWSUIT FILED,CLAIMIN",TEXAS,07335998F
2018-03-01 01:23:08.227,LEG PUNCH THROUGH,NULL,06241830E
2018-08-09 01:15:41.507,BLOCK ENTRY,NULL,06944548A
2019-04-02 01:37:19.983,LEG PUNCH THROUGH,TBA,06595248G
2017-12-21 01:12:52.167,DAMAGE TO LVSR - PD,TBA,06302248E
2018-09-28 01:14:56.663,TBA,TBA,06230340T
2019-01-20 01:28:46.887,BLOCK ENTRY,NULL,06944548A
2018-09-26 01:24:34.543,BLOCK,NULL,06071748B
2019-09-03 01:17:54.053,MAIN ENGINE DAMAGE,TBA,06338880E
2018-04-08 01:17:26.303,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07024360A
2019-06-13 01:10:57.897,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2018-04-15 01:18:04.277,SS 238A WELL THIRD PARTY VESSEL HIT THE INSURED PL,"OFFSHORE U.S. GULF OF MEXICO,",05854704F
2018-07-01 01:26:36.903,MAIN ENGINE DAMAGE,TBA,06338880E
2018-10-21 01:30:22.953,BLOCK,NULL,06071748B
2019-07-29 04:12:42.173,BLOCK ENTRY,NULL,07195260B
2019-03-27 06:23:02.150,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2018-11-04 01:20:04.070,VALVE NRV029127 FAILURE,"TEN FPSO, GHANA",06848888T
2018-05-11 07:04:56.130,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2018-01-03 01:12:08.737,GLC MOTOR FAILURE,TBA,06411632P
2018-09-15 01:16:08.667,GLC MOTOR FAILURE,CAPIXABA,06131192G
2018-04-08 01:13:47.140,CARGO ROLLED OFF BARGE AND INTO THE SEA,"PERU, PIURA, CORVINA, PLATFORM CX-15",06220870K
2018-03-04 01:30:12.607,TBA,TBA,06230340T
2020-03-24 01:08:35.927,LEG PUNCH THROUGH,NULL,06241830E
2018-09-28 01:14:51.617,BLOCK,NULL,06071748B
2019-07-29 04:12:42.937,BLOCK ENTRY,NULL,07195270V
2017-09-24 20:20:08.980,BLOCK ENTRY,NULL,07106734T
2020-04-05 01:18:03.030,"CLMT-KTCA-PRODUCTS LIABILITY LAWSUIT FILED,CLAIMIN",TEXAS,07335998F
2019-06-13 01:10:39.957,BLOCK,NULL,06071748B
2019-01-11 01:27:35.520,BLOCK ENTRY,NULL,06944548A
2018-03-27 04:23:20.673,TBA,TBA,06230340T
2018-09-14 01:12:34.993,GAS TURBINE DAMAGE,TBA,06302246J
2018-11-01 01:23:00.177,BLOCK,NULL,06071748B
2017-09-21 07:27:28.547,WELL LEAKAGE,BOURI FIELD,07085848T
2017-11-23 10:28:18.360,BLOCK ENTRY,NULL,07195260B
2018-07-01 01:26:21.683,GAS TURBINE DAMAGE,TBA,06302246J
2018-05-06 01:12:10.170,BLOCK,NULL,06090952Q
2017-11-07 13:01:30.283,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2018-01-26 01:16:19.647,ENERGY QUEST II OIL POLLUTION,USA,05894796A
2018-05-15 01:19:51.377,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2020-01-15 01:07:32.227,DAMAGE TO LVSR - PD,TBA,06302248E
2019-09-03 01:17:36.193,BLOCK,NULL,06071748B
2017-12-17 01:11:59.670,LEG PUNCH THROUGH,NULL,06241830E
2018-10-21 01:30:22.280,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2019-07-21 01:24:57.293,BLOCKED LEG PILEH,TBA,06873088C
2020-07-24 02:17:01.013,KEF1-EKF1 PIPELINE DAMAGE,"RIO DEL REY, OFFSHORE CAMEROON",05992248A
2018-10-21 01:31:14.173,GAS TURBINE DAMAGE,TBA,06302246J
2017-11-02 01:10:07.730,"CLMNT:JEFFREY MAULDIN, ALLEGED HEAD INJURY",GULF OF MEXICO,06026196C
2019-01-22 01:22:48.287,GAS TURBINE DAMAGE,TBA,06302246J
2018-08-12 01:14:40.217,LEAKAGE AT 18INCH PIPELINE BETWEEN MCR-A AND WDDPA,OFFSHORE TURKMENISTAN,05892138T
2017-12-21 01:12:39.137,TBA,TBA,06230340T
2018-03-27 04:24:13.910,BLOCK ENTRY,NULL,06595246M
2018-10-28 01:10:06.627,TBA,TBA,06230340T
2020-03-10 01:07:30.587,BLOCK,NULL,06071748B
2017-09-29 01:14:10.783,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2019-11-26 01:06:49.687,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2018-03-04 01:30:33.310,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2018-10-21 01:30:58.157,TBA,TBA,06230340T
2019-10-02 01:23:14.337,BLOCK ENTRY,NULL,06595246M
2018-03-01 01:26:40.757,BLOCKED LEG PILEH,TBA,06873088C
2018-10-12 01:17:58.923,BLOCK ENTRY,NULL,06944548A
2019-06-13 01:11:05.097,GAS TURBINE DAMAGE,TBA,06338884Q
2019-01-17 01:22:29.030,ANCHOR CHAIN BREAK/CRACKED,CHINA,06619932R
2019-04-02 01:37:50.297,BLOCKED LEG PILEH,TBA,06873088C
2019-03-26 02:09:29.100,LEG PUNCH THROUGH,TBA,06595248G
2018-08-09 01:15:57.723,CHAD BILLIOT- PLAINTIFF WAS IN A CRANE MOUNTED PER,"TX,USA",07022112Q
2017-11-23 10:27:28.113,BLOCK ENTRY,NULL,06891548M
2018-09-28 01:14:50.617,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2018-03-27 04:23:39.707,MAIN ENGINE DAMAGE,TBA,06338880E
2019-02-26 03:31:06.713,DAMAGE TO CRANE FOLLOWING EXPLOSION,TIAJIN,06251880W
2019-05-01 01:20:45.767,BLOCK ENTRY,NULL,06595246M
2018-08-21 01:16:09.963,BLOWOUT AT A RIG,GULF OF MEXICO,05843620F
2019-06-26 01:36:28.303,BLOCKED LEG PILEH,TBA,06873088C
2018-09-27 01:18:17.740,BLOCK,NULL,06616420F
2017-11-17 01:18:27.613,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07024360A
2020-05-19 01:05:13.527,ANCHOR CHAIN BREAK/CRACKED,CHINA,06619932R
2020-03-24 01:08:31.253,BLOCK,NULL,06090946J
2020-03-27 01:09:02.297,LEG PUNCH THROUGH,NULL,06241830E
2018-07-19 01:17:14.110,CARGO CONSUMER GOODS GROUNDING GA DECLARED,NULL,05965644Q
2019-09-01 01:29:11.870,BLOCK ENTRY,NULL,06944548A
2018-06-26 01:18:38.327,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2020-01-09 08:29:56.650,BLOCK ENTRY,VARIOUS,07473684H
2019-10-02 01:23:15.210,LEG PUNCH THROUGH,TBA,06595248G
2017-11-23 10:28:18.563,BLOCK ENTRY,NULL,07195270V
2017-12-22 01:18:38.760,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2020-03-08 01:07:37.843,BLOCK ENTRY,NULL,06944548A
2018-07-31 01:07:30.533,DAMAGE TO GENERATOR NO 3 TANKER NEGRA MATEA,"COAST OF THE CARDON REFINERY, CARDON, PUNTO FIJO.",06149748H
2019-06-26 01:33:46.160,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2019-12-12 01:08:56.067,CLMNT:ADRAIN NEITO FATALLY INJURED IN GAS PLANTAFT,NEW MEXICO,06153926V
2018-11-28 05:56:08.377,DAMAGE TO 6 PIPELINE WHICH POSSIBLY OCCURED POSTTR,FILANOVSKY FIELD,07035342K
2018-12-23 01:36:53.847,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2020-03-10 01:07:35.023,TBA,TBA,06230340T
2018-09-12 01:23:58.597,WELL LEAKAGE,BOURI FIELD,07085848T
2019-03-26 02:08:42.943,DAMAGE TO LVSR - PD,TBA,06302248E
2019-01-30 01:32:12.437,MAIN ENGINE DAMAGE,TBA,06338880E
2019-06-08 01:23:49.030,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2018-03-04 01:29:54.403,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2019-12-25 01:10:02.910,TBA,TBA,06230340T
2017-09-27 06:41:59.333,LEG PUNCH THROUGH,NULL,06241830E
2019-07-21 01:21:30.087,BLOCK,NULL,06090946J
2018-05-20 01:15:17.753,EXPLOSION AND FIRE,ABKATUN-A PRODUCTION PLATFORM OFFSHORE MEXICO,06098340E
2018-07-05 01:22:48.230,CARGO ROLLED OFF BARGE AND INTO THE SEA,"PERU, PIURA, CORVINA, PLATFORM CX-15",06220870K
2018-10-12 01:14:16.327,ENGINE ROOM FIRE,"OFFSHORE MEXICO - BAY OF CAMPECHE, GOM",05811420H
2019-12-25 01:10:00.080,BLOCK,NULL,06090952Q
2018-03-04 01:29:55.310,BLOCK,NULL,06071748B
2018-03-27 04:23:11.707,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2020-03-10 01:07:42.727,GAS TURBINE DAMAGE,TBA,06302246J
2018-06-25 01:33:00.047,DAMAGE TO 6 PIPELINE WHICH POSSIBLY OCCURED POSTTR,FILANOVSKY FIELD,07473396P
2018-06-25 01:32:38.767,DAMAGE TO 6 PIPELINE WHICH POSSIBLY OCCURED POSTTR,FILANOVSKY FIELD,07450194W
2018-03-04 01:30:32.577,DAMAGE TO LVSR - PD,TBA,06302248E
2017-12-29 01:14:28.017,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATSRISER PLATFORM, OFFSHORE UK",06055416B
2019-01-22 01:22:50.477,MAIN ENGINE DAMAGE,TBA,06338880E
2019-12-25 01:10:18.533,MAIN ENGINE DAMAGE,TBA,06338880E
2017-11-15 01:14:22.750,LEG PUNCH THROUGH,NULL,06241830E
2018-01-19 01:17:09.867,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2018-08-31 01:20:14.200,MAIN ENGINE DAMAGE,TBA,06338880E
2018-03-04 01:30:35.123,GAS TURBINE DAMAGE,TBA,06338884Q
2017-09-27 06:41:51.253,BLOCK,NULL,06071748B
2018-12-16 01:19:28.577,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATSRISER PLATFORM, OFFSHORE UK",06055416B
2019-10-03 01:18:11.953,BLOWOUT AT A RIG,GULF OF MEXICO,05843620F
2018-04-08 01:19:16.620,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07311462M
2018-04-01 04:16:10.390,PIPELINE EXPLOSION,TBA,06169634M
2018-11-28 05:55:06.110,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2018-11-01 01:23:09.097,MAIN ENGINE DAMAGE,TBA,06338880E
2018-03-27 04:23:07.347,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2019-06-13 01:10:53.240,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2018-07-01 01:26:09.607,TBA,TBA,06230340T
2018-09-28 01:15:02.883,DAMAGE TO LVSR - PD,TBA,06302248E
2017-12-21 01:12:56.590,MAIN ENGINE DAMAGE,TBA,06338880E
2017-12-22 01:18:43.917,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2018-10-28 01:09:58.063,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2018-12-23 01:37:11.393,DAMAGE TO LVSR - PD,TBA,06302248E
2017-09-27 06:42:08.927,MAIN ENGINE DAMAGE,TBA,06338880E
2018-02-20 06:08:20.927,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07311462M
2018-06-13 01:12:15.760,BLOCK ENTRY,NULL,06944548A
2018-06-26 01:20:00.407,BLOCK ENTRY,NULL,06595246M
2019-03-26 02:08:24.473,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2019-09-29 01:32:38.017,BLOWOUT AT A RIG,GULF OF MEXICO,05843620F
2019-09-26 01:25:51.443,MAIN ENGINE DAMAGE,TBA,06338880E
2017-09-22 19:23:02.990,GAS TURBINE DAMAGE,TBA,06338884Q
2018-09-26 01:25:04.900,MAIN ENGINE DAMAGE,TBA,06338880E
2018-08-21 01:16:15.883,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2018-03-01 01:24:04.757,BLOCK ENTRY,NULL,06595246M
2019-11-26 01:08:51.720,BLOCK ENTRY,NULL,06944548A
2017-12-28 01:19:20.423,BLOCK ENTRY,NULL,06595246M
2020-03-05 01:15:54.427,CLMNT:ADRAIN NEITO FATALLY INJURED IN GAS PLANTAFT,NEW MEXICO,06153926V
2017-12-28 01:18:55.687,GLC MOTOR FAILURE,TBA,06411632P
2019-04-02 01:36:27.623,BLOCK,NULL,06090946J
2019-09-03 01:17:43.957,TBA,TBA,06230340T
2017-12-06 01:15:38.207,THOMAS SEDLMAYR,USA,06918320P
2018-10-28 01:10:00.750,BLOCK,NULL,06071748B
2020-04-30 01:14:19.573,LEG PUNCH THROUGH,NULL,06241830E
2019-06-21 01:08:38.687,KEF1-EKF1 PIPELINE DAMAGE,"RIO DEL REY, OFFSHORE CAMEROON",05925738N
2020-03-10 01:07:29.853,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2017-11-10 01:10:28.177,THIRD PARTY FREIGHTER STRUCK AFT SECTION OFINSURED,"GT OMNIPORT DOCK FACILITY, SABINE RIVER, TEXAS",05807162Q
2018-03-01 01:22:51.523,BLOCK,NULL,06090946J
2019-09-26 01:25:29.613,TBA,TBA,06230340T
2020-07-03 04:27:17.453,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2017-11-07 13:01:26.547,BLOCK,NULL,06071748B
2020-03-30 04:32:38.873,CLAIMANT:SHANNA RIDDLE MOTOR VEHICLE ACCIDENT,TEXAS,07746838F
2018-01-03 01:13:28.297,BLOCKED LEG PILEH,TBA,06873088C
2019-11-26 01:06:59.580,TBA,TBA,06230340T
2017-09-27 06:42:05.973,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2019-09-26 01:25:16.457,BLOCK,NULL,06071748B
2017-09-27 06:41:53.143,ROWAN RELIANCE - LOSS OF NON TOXIC SYNTHETIC OILBA,GULF OF MEXICO / USA,06126508C
2020-02-10 02:46:42.140,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2018-09-26 01:24:45.447,EXTERNAL TURRET MAIN BEARING DAMAGE,TBA,06244734B
2018-07-01 01:26:22.873,DAMAGE TO LVSR - PD,TBA,06302248E
2019-09-26 01:25:15.833,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2017-11-07 13:01:34.313,MAIN ENGINE DAMAGE,TBA,06338880E
2018-09-28 01:15:03.743,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2019-04-02 01:36:49.577,LEG PUNCH THROUGH,NULL,06241830E
2018-12-23 01:37:08.440,TBA,TBA,06230340T
2018-08-31 01:20:10.760,DAMAGE TO LVSR - S TURRETT,TBA,06302250W
2018-10-21 01:30:20.360,"FAILURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLEG",TBA,06057010C
2020-03-27 01:08:50.313,BLOCK,NULL,06090952Q
2017-09-27 06:42:31.223,BLOCK ENTRY,NULL,06595246M
2018-08-21 01:16:17.477,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2019-12-25 01:09:54.830,"FAILIURE OF UPPER SUPPORT CHAIN SECTION, MOORINGLE",TBA,06071746G
2020-01-21 01:10:35.870,CLAIMANT:SHANNA RIDDLE MOTOR VEHICLE ACCIDENT,TEXAS,07746838F
2019-01-24 01:21:27.590,CIDADE DE SAO - FIRE AND EXPLOSION ON FPSO CIDADED,OFFSHORE BRAZIL,06263218Q
2017-12-17 01:11:48.060,BLOCK,NULL,06090952Q
2018-10-30 08:11:59.757,"LEAKAGE IN THE GARN WEST RISER                    ",DRAUGEN FIELD,07024360A
2020-03-27 01:10:00.000,BLOCKED LEG PILEH,TBA,06873088C
2019-06-26 01:34:11.880,MAIN ENGINE DAMAGE,TBA,06338880E
2019-06-19 01:09:25.830,BLOCK,NULL,06090946J
2019-11-19 01:20:16.707,VARIOUS LOSSES.,VARIOUS,06141664B
2017-11-07 13:01:31.813,DAMAGE TO LVSR - PD,TBA,06302248E
2018-06-25 01:28:19.107,BLOCK ENTRY,NULL,06891540K
2018-03-27 04:23:35.067,GAS TURBINE DAMAGE,TBA,06302246J
2019-09-26 01:25:42.223,GAS TURBINE DAMAGE,TBA,06302246J
2017-09-27 06:43:08.613,BLOCKED LEG PILEH,TBA,06873088C
2018-08-31 01:20:00.543,TBA,TBA,06230340T
2019-03-26 02:08:42.427,GAS TURBINE DAMAGE,TBA,06302246J
2019-07-15 03:23:16.910,CLAIMANT:SHANNA RIDDLE MOTOR VEHICLE ACCIDENT,TEXAS,07746838F
2018-12-16 01:19:23.983,LOSS OF CONTAINMENT RESULTING IN A LEAK FROM THEVA,"CATS RISER PLATFORM, OFFSHORE UK",06019366P
2020-04-09 01:05:24.557,COATING DAMAGE/DETERIORATION,CIDADE DE PARATY,06838442M
2018-12-23 01:37:13.347,GAS TURBINE DAMAGE,TBA,06338884Q
2019-09-03 01:17:47.757,GAS TURBINE DAMAGE,TBA,06302246J
2018-01-26 01:16:40.317,LEG PUNCH THROUGH,NULL,06241830E
2020-01-09 08:27:58.010,BLOCK ENTRY,NULL,06891546R
2018-08-26 01:17:29.083,GLC MOTOR FAILURE,TBA,06411632P
2019-09-26 01:26:23.927,LEG PUNCH THROUGH,TBA,06595248G
2017-09-27 06:42:31.393,LEG PUNCH THROUGH,TBA,06595248G
2018-12-26 01:34:51.500,MOORING LINES SEVERED DURING WILD WEATHER CAUSEDBY,"OFFSHORE DAMPIER, AUSTRALIA  ( INDIAN OCEAN )",06105328F
2017-10-06 04:33:26.303,"CLMNT:JEFFREY MAULDIN, ALLEGED HEAD INJURY",GULF OF MEXICO,06026196C
2018-09-26 01:24:58.650,DAMAGE TO LVSR - PD,TBA,06302248E
2018-08-23 01:15:12.073,KEF1-EKF1 PIPELINE DAMAGE,"RIO DEL REY, OFFSHORE CAMEROON",05992248A
